abejoti 6 ab-ej-o-ti abejoti; vksm. bendr.
apibūdinančių 2 api-bū-d-in-anč-ių apibūdinti; vksm. dlv. vyr. g. es. l. dgs. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. kilm. veik. r.
apibūdinančius 2 api-bū-d-in-anč-ius apibūdinti; vksm. dlv. vyr. g. es. l. dgs. gal. veik. r.
apibūdinanti 2 api-bū-d-in-ant-i apibūdinti; vksm. dlv. mot. g. es. l. vns. vard. veik. r.; vksm.
dlv. mot. g. es. l. vns. šauksm. veik. r.
apibūdinantys 1 api-bū-d-in-ant-ys apibūdinti; vksm. dlv. vyr. g. es. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. veik. r.
apimančią 1 ap-im-anč-ią apimti; vksm. dlv. mot. g. es. l. vns. gal. veik. r.
apimančiais 1 ap-im-anč-iais apimti; vksm. dlv. vyr. g. es. l. dgs. įnag. veik. r.
apimančiame 1 ap-im-anč-iame apimti; vksm. dlv. vyr. g. es. l. vns. viet. veik. r.
apimančios 1 ap-im-anč-ios apimti; vksm. dlv. mot. g. es. l. vns. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. vard. veik. r.; vksm. dlv. mot. g. es. l. dgs.
šauksm. veik. r.
apimanti 7 ap-im-ant-i apimti; vksm. dlv. mot. g. es. l. vns. vard. veik. r.; vksm. dlv.
mot. g. es. l. vns. šauksm. veik. r.
apimantis 2 ap-im-ant-is apimti; vksm. dlv. vyr. g. es. l. vns. vard. veik. r.; vksm. dlv.
vyr. g. es. l. vns. šauksm. veik. r.
apimdavę 1 ap-im-dav-ę apimti; vksm. dlv. vyr. g. būt. d. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. d. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. d. l. veik. r.
apimta 2 ap-im-t-a apimti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apimtam 1 ap-im-t-am apimti; vksm. dlv. vyr. g. būt. l. vns. naud. neveik. r.
apimtas 4 ap-im-t-as apimti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
412
būt. l. dgs. gal. neveik. r.
apimtus 1 ap-im-t-us apimti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
apipavidalinta 1 api-pavidal-in-t-a apipavidalinti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot.
g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l.
neveik. r.
apipintą 1 api-pin-t-ą apipinti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm. dlv.
mot. g. būt. l. vns. gal. neveik. r.
apipinto 1 api-pin-t-o apipinti; vksm. dlv. vyr. g. būt. l. vns. kilm. neveik. r.
apipylusi 1 api-pyl-us-i apipilti; vksm. dlv. mot. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. mot. g. būt. k. l. vns. šauksm. veik. r.
apiplėšęs 1 api-plėš-ęs apiplėšti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apiplėšta 2 api-plėš-t-a apiplėšti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apiplėšusi 1 api-plėš-us-i apiplėšti; vksm. dlv. mot. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. mot. g. būt. k. l. vns. šauksm. veik. r.
apiplikusių 1 api-plik-us-ių apiplikti; vksm. dlv. vyr. g. būt. k. l. dgs. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. kilm. veik. r.
apiplyšusių 1 api-plyš-us-ių apiplyšti; vksm. dlv. vyr. g. būt. k. l. dgs. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. kilm. veik. r.
apjungiami 1 ap-jung-iam-i apjungti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apjungusiam 1 ap-jung-us-iam apjungti; vksm. dlv. vyr. g. būt. k. l. vns. naud. veik. r.
apjuosta 1 ap-juos-t-a apjuosti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apjuostą 2 ap-juos-t-ą apjuosti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. gal. neveik. r.
apjuostose 1 ap-juos-t-ose apjuosti; vksm. dlv. mot. g. būt. l. dgs. viet. neveik. r.
apkabinama 1 ap-kab-in-am-a apkabinti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apkabinta 1 ap-kab-in-t-a apkabinti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apkaišyti 1 ap-kaiš-y-t-i apkaišyti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apkalami 1 ap-kal-am-i apkalti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm. dlv.
vyr. g. es. l. dgs. šauksm. neveik. r.
apkaltais 1 ap-kal-t-ais apkalti; vksm. dlv. vyr. g. būt. l. dgs. įnag. neveik. r.
apkaltas 1 ap-kal-t-as apkalti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apkaltinamas 1 ap-kalt-in-am-as apkaltinti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
413
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
apkaltintas 4 ap-kalt-in-t-as apkaltinti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apkaltinto 1 ap-kalt-in-t-o apkaltinti; vksm. dlv. vyr. g. būt. l. vns. kilm. neveik. r.
apkaltintos 1 ap-kalt-in-t-os apkaltinti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
apkaltos 3 ap-kal-t-os apkalti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
apkamšytose 1 ap-kamš-y-t-ose apkamšyti; vksm. dlv. mot. g. būt. l. dgs. viet. neveik. r.
apkeisti 1 ap-keis-t-i apkeisti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apkiautusiomis 1 ap-kiaut-us-iomis apkiausti; vksm. dlv. mot. g. būt. k. l. dgs. įnag. veik. r.
apkibusių 1 ap-kib-us-ių apkibti; vksm. dlv. vyr. g. būt. k. l. dgs. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. kilm. veik. r.
apkirpęs 1 ap-kirp-ęs apkirpti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apklausiamų 1 ap-klaus-iam-ų apklausti; vksm. dlv. vyr. g. es. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. kilm. neveik. r.
apklausta 1 ap-klaus-t-a apklausti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apklausti 1 ap-klaus-t-i apklausti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apklaustųjų 2 ap-klaus-t-ųjų apklausti; vksm. dlv. vyr. g. būt. l. dgs. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. kilm. įvardž. neveik. r.
apklijuota 1 ap-klij-uo-t-a apklijuoti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apkramtyti 1 ap-kramt-y-t-i apkramtyti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.;
vksm. dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apkramtytų 1 ap-kramt-y-t-ų apkramtyti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. kilm. neveik. r.
apkrėstos 1 ap-krės-t-os apkrėsti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
apkudakuotus 1 ap-kudak-uo-t-us apkudakuoti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
apkumsčiavę 1 ap-kumsč-iav-ę apkumščiuoti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.;
vksm. dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv.
bev. g. būt. k. l. veik. r.
apkvailintų 1 ap-kvail-in-t-ų apkvailinti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. kilm. neveik. r.
apkvaitusiu 1 ap-kvait-us-iu apkvaisti; vksm. dlv. vyr. g. būt. k. l. vns. įnag. veik. r.
414
aplaistyta 1 ap-lai-sty-t-a aplaistyti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
aplaižiusi 1 ap-laiž-ius-i aplaižyti; vksm. dlv. mot. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. mot. g. būt. k. l. vns. šauksm. veik. r.
aplamdytas 1 ap-lam-dy-t-as aplamdyti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
aplankęs 1 ap-lank-ęs aplankyti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
aplankomame 1 ap-lank-om-ame aplankyti; vksm. dlv. vyr. g. es. l. vns. viet. neveik. r.
apledėjusiais 1 ap-led-ėj-us-iais apledėti; vksm. dlv. vyr. g. būt. k. l. dgs. įnag. veik. r.
apledėjusio 1 ap-led-ėj-us-io apledėti; vksm. dlv. vyr. g. būt. k. l. vns. kilm. veik. r.
apledijęs 1 ap-led-ij-ęs apledyti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apleidžiamas 2 ap-leidž-iam-as apleisti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm. dlv.
vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. gal. neveik. r.
apleista 1 ap-leis-t-a apleisti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apleistą 1 ap-leis-t-ą apleisti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm. dlv.
mot. g. būt. l. vns. gal. neveik. r.
apleistam 1 ap-leis-t-am apleisti; vksm. dlv. vyr. g. būt. l. vns. naud. neveik. r.
apleistame 1 ap-leis-t-ame apleisti; vksm. dlv. vyr. g. būt. l. vns. viet. neveik. r.
apleistas 1 ap-leis-t-as apleisti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apleisti 4 ap-leis-t-i apleisti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apleisto 1 ap-leis-t-o apleisti; vksm. dlv. vyr. g. būt. l. vns. kilm. neveik. r.
apleistoje 5 ap-leis-t-oje apleisti; vksm. dlv. mot. g. būt. l. vns. viet. neveik. r.
apleistos 3 ap-leis-t-os apleisti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
apleistų 2 ap-leis-t-ų apleisti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. kilm. neveik. r.
apleistus 1 ap-leis-t-us apleisti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
aplenkę 1 ap-lenk-ę aplenkti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
aplenkiantis 1 ap-lenk-iant-is aplenkti; vksm. dlv. vyr. g. es. l. vns. vard. veik. r.; vksm. dlv.
vyr. g. es. l. vns. šauksm. veik. r.
aplenktieji 1 ap-lenk-t-ieji aplenkti; vksm. dlv. vyr. g. būt. l. dgs. vard. įvardž. neveik. r.;
vksm. dlv. vyr. g. būt. l. dgs. šauksm. įvardž. neveik. r.
aplieta 1 ap-lie-t-a aplieti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
415
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
aplipę 2 ap-lip-ę aplipti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm. dlv.
vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g. būt. k.
l. veik. r.
aplipusio 1 ap-lip-us-io aplipti; vksm. dlv. vyr. g. būt. k. l. vns. kilm. veik. r.
aplituojamas 1 ap-lit-uoj-am-as aplituoti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
aplydytame 1 ap-ly-dy-t-ame aplydyti; vksm. dlv. vyr. g. būt. l. vns. viet. neveik. r.
aplūžusiais 1 ap-lūž-us-iais aplūžti; vksm. dlv. vyr. g. būt. k. l. dgs. įnag. veik. r.
apmaltas 1 ap-mal-t-as apmalti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apmąstoma 1 ap-mąst-om-a apmąstyti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apmėšlintą 1 ap-mėš-l-in-t-ą apmėšlinti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. gal. neveik. r.
apmirusia 1 ap-mir-us-ia apmirti; vksm. dlv. mot. g. būt. k. l. vns. įnag. veik. r.
apmirusią 1 ap-mir-us-ią apmirti; vksm. dlv. mot. g. būt. k. l. vns. gal. veik. r.
apmokama 2 ap-mok-am-a apmokėti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apmokamas 2 ap-mok-am-as apmokėti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
apmokami 1 ap-mok-am-i apmokėti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apmokamos 2 ap-mok-am-os apmokėti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. šauksm. neveik. r.
apmokėta 1 ap-mok-ė-t-a apmokėti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apmokytas 2 ap-mok-y-t-as apmokyti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apmokytus 1 ap-mok-y-t-us apmokyti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
apmokomi 1 ap-mok-om-i apmokyti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apmušta 1 ap-muš-t-a apmušti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apmūturiuotosios 1 ap-mūt-uriuo-t-osios apmūturiuoti; vksm. dlv. mot. g. būt. l. vns. kilm. įvardž.
neveik. r.; vksm. dlv. mot. g. būt. l. dgs. vard. įvardž. neveik.
416
r.; vksm. dlv. mot. g. būt. l. dgs. šauksm. įvardž. neveik. r.
apmūturiuotu 1 ap-mūt-uriuo-t-u apmūturiuoti; vksm. dlv. vyr. g. būt. l. vns. įnag. neveik. r.
apnikę 1 ap-nik-ę apnikti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
apnikęs 1 ap-nik-ęs apnikti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apniktą 1 ap-nik-t-ą apnikti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm. dlv.
mot. g. būt. l. vns. gal. neveik. r.
apninkančią 1 ap-nink-anč-ią apnikti; vksm. dlv. mot. g. es. l. vns. gal. veik. r.
apraizgytas 1 ap-raizg-y-t-as apraizgyti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apramintą 2 ap-ram-in-t-ą apraminti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. gal. neveik. r.
apramintame 1 ap-ram-in-t-ame apraminti; vksm. dlv. vyr. g. būt. l. vns. viet. neveik. r.
aprasojusio 1 ap-ras-oj-us-io aprasoti; vksm. dlv. vyr. g. būt. k. l. vns. kilm. veik. r.
aprasojusius 1 ap-ras-oj-us-ius aprasoti; vksm. dlv. vyr. g. būt. k. l. dgs. gal. veik. r.
aprašančios 2 ap-raš-anč-ios aprašyti; vksm. dlv. mot. g. es. l. vns. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. vard. veik. r.; vksm. dlv. mot. g. es. l. dgs.
šauksm. veik. r.
aprašančių 1 ap-raš-anč-ių aprašyti; vksm. dlv. vyr. g. es. l. dgs. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. kilm. veik. r.
aprašančius 1 ap-raš-anč-ius aprašyti; vksm. dlv. vyr. g. es. l. dgs. gal. veik. r.
aprašanti 1 ap-raš-ant-i aprašyti; vksm. dlv. mot. g. es. l. vns. vard. veik. r.; vksm. dlv.
mot. g. es. l. vns. šauksm. veik. r.
aprašantys 2 ap-raš-ant-ys aprašyti; vksm. dlv. vyr. g. es. l. dgs. vard. veik. r.; vksm. dlv.
vyr. g. es. l. dgs. šauksm. veik. r.
aprašęs 1 ap-raš-ęs aprašyti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
aprašinėję 1 ap-raš-inėj-ę aprašinėti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
aprašyta 6 ap-raš-y-t-a aprašyti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
aprašytais 1 ap-raš-y-t-ais aprašyti; vksm. dlv. vyr. g. būt. l. dgs. įnag. neveik. r.
aprašytas 2 ap-raš-y-t-as aprašyti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
aprašyti 1 ap-raš-y-t-i aprašyti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
aprašytoje 1 ap-raš-y-t-oje aprašyti; vksm. dlv. mot. g. būt. l. vns. viet. neveik. r.
aprašytomis 1 ap-raš-y-t-omis aprašyti; vksm. dlv. mot. g. būt. l. dgs. įnag. neveik. r.
aprašytos 1 ap-raš-y-t-os aprašyti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
417
l. dgs. šauksm. neveik. r.
aprašytosios 1 ap-raš-y-t-osios aprašyti; vksm. dlv. mot. g. būt. l. vns. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. vard. įvardž. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. šauksm. įvardž. neveik. r.
aprašytu 1 ap-raš-y-t-u aprašyti; vksm. dlv. vyr. g. būt. l. vns. įnag. neveik. r.
aprašytų 2 ap-raš-y-t-ų aprašyti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. kilm. neveik. r.
aprašytųjų 1 ap-raš-y-t-ųjų aprašyti; vksm. dlv. vyr. g. būt. l. dgs. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. kilm. įvardž. neveik. r.
aprašytuose 1 ap-raš-y-t-uose aprašyti; vksm. dlv. vyr. g. būt. l. dgs. viet. neveik. r.
aprašytus 3 ap-raš-y-t-us aprašyti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
aprašoma 9 ap-raš-om-a aprašyti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
aprašomam 1 ap-raš-om-am aprašyti; vksm. dlv. vyr. g. es. l. vns. naud. neveik. r.
aprašomas 2 ap-raš-om-as aprašyti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
aprašomi 20 ap-raš-om-i aprašyti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
aprašomojo 1 ap-raš-om-ojo aprašyti; vksm. dlv. vyr. g. es. l. vns. kilm. įvardž. neveik. r.
aprašomosios 2 ap-raš-om-osios aprašyti; vksm. dlv. mot. g. es. l. vns. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. es. l. dgs. vard. įvardž. neveik. r.; vksm. dlv.
mot. g. es. l. dgs. šauksm. įvardž. neveik. r.
aprašomų 4 ap-raš-om-ų aprašyti; vksm. dlv. vyr. g. es. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. kilm. neveik. r.
aprašomųjų 1 ap-raš-om-ųjų aprašyti; vksm. dlv. vyr. g. es. l. dgs. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. es. l. dgs. kilm. įvardž. neveik. r.
apraudoti 1 ap-raud-o-t-i apraudoti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
aprengta 1 ap-reng-t-a aprengti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
aprengtas 2 ap-reng-t-as aprengti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
aprengtos 1 ap-reng-t-os aprengti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
aprėpiančių 1 ap-rėp-ianč-ių aprėpti; vksm. dlv. vyr. g. es. l. dgs. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. kilm. veik. r.
apribojamos 1 ap-rib-oj-am-os apriboti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
